# This MVPS HOSTS file is a free download from:           #
# http://www.mvps.org/winhelp2002/                        #
#                                                         #
# Notes: the browser does not read this "#" symbol        #
# You can create your own notes, after the # symbol       #
# This *must* be the first line: 127.0.0.1     localhost  #
# ********************************************************#
# ------------------Updated: 04-15-05---------------------#
# ********************************************************#
# Entries marked with Parasite or Trojan comments should  #
# be placed in the Internet Explorer Restricted Zone.     #
# http://mvps.org/winhelp2002/restricted.htm              #
#                                                         #
# Entries with other comments are searchable via Google.  #
#                                                         #
# Disclaimer: this file is free to use, however it is NOT #
# permitted to post on any other site without permission. #
#                                                         #
# This work is licensed under the Creative Commons        #
# Attribution-NonCommercial-ShareAlike License.           #
# http://creativecommons.org/licenses/by-nc-sa/2.0/       #

127.0.0.1  www.yesup.net
127.0.0.1  www.whyppc.com #[Parasite.Pugi]
127.0.0.1  yourstats.net
127.0.0.1  www.yourstats.net
# [ZDnet][CNET]
127.0.0.1  a.adstome.com
127.0.0.1  newads.cmpnet.com
127.0.0.1  datapop.cmpnet.com
127.0.0.1  cookies.cmpnet.com
127.0.0.1  com.com
127.0.0.1  ads.techtv.com
127.0.0.1  ads.zdnet.com
127.0.0.1  adimg.zdnet.com
# [ZEDO][Tracking Service][IE-SpyAd]
127.0.0.1  zedo.com
127.0.0.1  ads.zedo.com
127.0.0.1  c1.zedo.com
127.0.0.1  c2.zedo.com
127.0.0.1  c3.zedo.com
127.0.0.1  c4.zedo.com
127.0.0.1  c5.zedo.com
127.0.0.1  c6.zedo.com
127.0.0.1  c7.zedo.com
127.0.0.1  g.zedo.com
127.0.0.1  l1.zedo.com
127.0.0.1  l5.zedo.com
127.0.0.1  simg.zedo.com
127.0.0.1  ss2.zedo.com
127.0.0.1  xads.zedo.com
127.0.0.1  www.zedo.com
# [Innovative Marketing][Adware.VirtuMonde]
127.0.0.1  4hotstocks.com #[Iframe.Exploit]
127.0.0.1  www.4hotstocks.com
127.0.0.1  adserver.affiliatemg.com
127.0.0.1  secure.billingnow.com
127.0.0.1  www.buysmarter.com
127.0.0.1  www.computershield.com
127.0.0.1  genericscanner.com
127.0.0.1  www.genericscanner.com
127.0.0.1  locator.imagesrvr.com
127.0.0.1  innovativemarketing.com #[Trojan.Vundo]
127.0.0.1  net.innovativemarketing.com.ua
127.0.0.1  production.innovativemarketing.com.ua
127.0.0.1  www.innovativemarketing.com
127.0.0.1  internetantispy.com
127.0.0.1  www.internetantispy.com
127.0.0.1  www.mp3u.com
127.0.0.1  www.popupguard.com
127.0.0.1  stats1.reliablestats.com
127.0.0.1  stopguard.com #[Rogue/Suspect]
127.0.0.1  www.stopguard.com
127.0.0.1  ads.softwareoutfit.com
127.0.0.1  vantagesoftware.com
127.0.0.1  www.vantagesoftware.com
127.0.0.1  http.edge.vru4.com
127.0.0.1  www.winantivirus.com #[Rogue/Suspect]
127.0.0.1  winfirewall.com
127.0.0.1  www.winfirewall.com
127.0.0.1  www.winpopupguard.com
# ***************************
# Various Transponder Sites *
# ***************************
# [Mindset Interactive][Vista Interactive]
127.0.0.1  1000funnyvideos.com
127.0.0.1  www.1000funnyvideos.com
127.0.0.1  www.100topdownloads.net
127.0.0.1  638725.net #[Parasite.FavoriteMan]
127.0.0.1  www.638725.net #[IE-SpyAd]
127.0.0.1  www.aadcom.com
127.0.0.1  addictivetechnologies.net
127.0.0.1  www.addictivetechnologies.net #[FavoriteMan]
127.0.0.1  addictivetechnologies.com
127.0.0.1  www.addictivetechnologies.com
127.0.0.1  www.acustat.com
127.0.0.1  at-games.com
127.0.0.1  www.at-games.com
127.0.0.1  www.flyordie.com #[Microsoft VM]
127.0.0.1  ww2.instafinder.com #[Parasite.MegaSearch]
127.0.0.1  www.instafinder.com #[ADW_INSTAFIND.B]
127.0.0.1  www.megasearchbar.com #[Spyware.MegaSearch]
127.0.0.1  www.mindsetinteractive.com
127.0.0.1  mindseti.com #[Parasite.Transponder]
127.0.0.1  www.mindseti.com
127.0.0.1  banners.netpalgames.com
127.0.0.1  www.netpalgames.com
127.0.0.1  netpalnow.com #[Adware.Netpal]
127.0.0.1  www.netpalnow.com
127.0.0.1  netpaloffers.net #[Parasite.NetPal]
127.0.0.1  www.netpaloffers.net
127.0.0.1  searchenginebar.com #[Parasite.RXToolbar]
127.0.0.1  www.searchenginebar.com
127.0.0.1  www.spyware-filter.com
127.0.0.1  www.vistainteractivemedia.com #[Parasite.MegaSearch]
127.0.0.1  internal.vx2.cc
127.0.0.1  mail.vx2.cc
127.0.0.1  ns1.vx2.cc
127.0.0.1  ns2.vx2.cc
127.0.0.1  z1.vx2.cc
127.0.0.1  www.ileadmedia.com
# [NicTech Networks][Transponder variants]
127.0.0.1  a-d-w-a-r-e.com
127.0.0.1  www.a-d-w-a-r-e.com
127.0.0.1  ad-w-a-r-e.com #[Win32.Canbede]
127.0.0.1  www.ad-w-a-r-e.com
127.0.0.1  www.deskbarads.com
127.0.0.1  kudd.com
127.0.0.1  www.kudd.com
127.0.0.1  www.loadingwebsite.com
127.0.0.1  look2me.com #[Spyware.Look2Me]
127.0.0.1  www.look2me.com #[Trojan.Loome][Download.Look2Me]
127.0.0.1  www.look2me1.com
127.0.0.1  www.look2me2.com #[Win32.Canbede]
127.0.0.1  www.look2me4.com
127.0.0.1  www.lovetraffic.com
127.0.0.1  nictechnetworks.com
127.0.0.1  www.nictechnetworks.com
127.0.0.1  similarsingles.com
127.0.0.1  www.similarsingles.com
127.0.0.1  spotresults.com
127.0.0.1  www.spotresults.com
127.0.0.1  www.thindivide.com
127.0.0.1  zestyfind.com #[Adtomi.YahooStocks][Adware.Adtomi]
127.0.0.1  www.zestyfind.com #[Adware.ZestyFind]
# [Odysseus Marketing][Spyware.ClientMan]
127.0.0.1  datastorm.biz
127.0.0.1  ipend.datastorm.biz #[Parasite.ClientMan]
127.0.0.1  www.datastorm.biz
127.0.0.1  kazanon.com #[Kazanon]
127.0.0.1  www.kazanon.com
127.0.0.1  omi-update.net #[Win32.Small.Trojan]
127.0.0.1  www.omi-update.net #[Win32.Siboco.A, B][Adware.OMI]
127.0.0.1  messagebroadcaster.net #[messenger pop-up scam]
127.0.0.1  www.messagebroadcaster.net
127.0.0.1  odysseusmarketing.com
127.0.0.1  www.odysseusmarketing.com #[CActSetupObj Object]
127.0.0.1  searchassistant.net
127.0.0.1  alpha.searchassistant.net #[7search.com]
127.0.0.1  beta.searchassistant.net #[goclick.com]
127.0.0.1  cassandra.searchassistant.net
127.0.0.1  epsilon.searchassistant.net #[goclick.com]
127.0.0.1  www.searchassistant.net
127.0.0.1  spywarehelp.net #[Internet Enhancement Pak]
127.0.0.1  www.spywarehelp.net
127.0.0.1  www.unitedvending.net #[affiliate]
127.0.0.1  www.world-portal.com
# [Direct Revenue][Thinking Media LP][BetterInternet]
127.0.0.1  abetterinternet.com #[Downloader.Stubby.A]
127.0.0.1  belt.abetterinternet.com
127.0.0.1  c.abetterinternet.com #[Adware-BetterInet application]
127.0.0.1  download.abetterinternet.com #[Adware.StopPopupAdsNow]
127.0.0.1  download2.abetterinternet.com #[Parasite.Transponder]
127.0.0.1  s.abetterinternet.com
127.0.0.1  st.abetterinternet.com
127.0.0.1  static.abetterinternet.com
127.0.0.1  thinstall.abetterinternet.com
127.0.0.1  www.abetterinternet.com #[Trojan-Downloader.Win32.Stubby.d]
127.0.0.1  btg.btgrab.com
127.0.0.1  static.callinghome.biz #[Downloader-KL][Adware.Binet.DL]
127.0.0.1  www.callinghome.biz #[TROJ_AGENT.AE][mxTarget.dll]
127.0.0.1  cleangetaway.biz #[ABetterInternet.D]
127.0.0.1  www.cleangetaway.biz
127.0.0.1  clickalchemy.com
127.0.0.1  checkin.clickalchemy.com
127.0.0.1  www.clickalchemy.com #[Adware.ClickAlchemy]
127.0.0.1  xads.cliks.org
127.0.0.1  ximages.cliks.org
127.0.0.1  www.conscorr.com #[TrojanDownloader.stubby.c]
127.0.0.1  www.ec16media.com #[IE-SpyAd]
127.0.0.1  aid.farmmext.com
127.0.0.1  www.farmmext.com
127.0.0.1  grandstreetinteractive.com
127.0.0.1  badurl.grandstreetinteractive.com
127.0.0.1  config.grandstreetinteractive.com #[GSIM Uninstaller]
127.0.0.1  sysupdate.grandstreetinteractive.com #[Win32.Imiserv]
127.0.0.1  www.grandstreetinteractive.com
127.0.0.1  ipinsight.com #[Flashtrack][Adware.Ipinsight]
127.0.0.1  www.ipinsight.com
127.0.0.1  download.ipinsight.net
127.0.0.1  sentrymon.ipinsight.net
127.0.0.1  server.ipinsight.net
127.0.0.1  stubmon.ipinsight.net #[Parasite.IPInsight]
127.0.0.1  www.ipinsight.net
127.0.0.1  localnrd.com #[ADW_NRD.A]
127.0.0.1  drk.localnrd.com
127.0.0.1  www.localnrd.com #[VX2.LocalNRD]
127.0.0.1  msview.cc #[Parasite.Transponder]
127.0.0.1  www.msview.cc #[Adware.MSView]
127.0.0.1  multimpp.com #[MultimppObj Class][AdvWare.BiSpy.o]
127.0.0.1  pp.multimpp.com
127.0.0.1  www.multimpp.com
127.0.0.1  mypanicbutton.com #[ABetterInternet.C]
127.0.0.1  www.mypanicbutton.com
127.0.0.1  www.mypctuneup.com
127.0.0.1  master.mx-targeting.com #[Adware.MXTarget.B]
127.0.0.1  www.mx-targeting.com #[Adware.MXTarget]
127.0.0.1  ads.offeroptimizer.com
127.0.0.1  reports.offeroptimizer.com
127.0.0.1  search.offeroptimizer.com
127.0.0.1  xads.offeroptimizer.com #[Twain Tech]
127.0.0.1  xadso.offeroptimizer.com
127.0.0.1  xadsq.offeroptimizer.com
127.0.0.1  ximages.offeroptimizer.com
127.0.0.1  xlime.offeroptimizer.com
127.0.0.1  www.offeroptimizer.com
127.0.0.1  pyn.pynix.com
127.0.0.1  www.pynix.com
127.0.0.1  www.searchbasket.com
127.0.0.1  www.searchrabbit.com
127.0.0.1  stop-popup-ads-now.com #[Parasite.Transponder]
127.0.0.1  cr.stop-popup-ads-now.com
127.0.0.1  www.stop-popup-ads-now.com #[Adware.Binet]
127.0.0.1  thinkingmedia.net
127.0.0.1  www.thinkingmedia.net
127.0.0.1  collect.tps108.org
127.0.0.1  www.tps108.org #[Parasite.Transponder]
127.0.0.1  ctl.twain-tech.com #[Adware.Twaintec.B]
127.0.0.1  www.twain-tech.com #[Adware.Twaintec]
127.0.0.1  zsr.zserv.biz
# [Affiliate Transponder Sites]
127.0.0.1  680180.net #[IE-SpyAd]
127.0.0.1  adserv.680180.net
127.0.0.1  update.680180.net
127.0.0.1  www.680180.net
127.0.0.1  www.aimdolls.com #[F1 Organizer Class]
127.0.0.1  www.aimphuck.com
127.0.0.1  www.bc777.com #[Transponder/SiteHlpr]
127.0.0.1  bundleware.com
127.0.0.1  vvv.bundleware.com
127.0.0.1  www.bundleware.com #[Look2Me][NicTech.BM2]
127.0.0.1  www.erationalnews.com #[FavoriteMan.Erationalnews]
127.0.0.1  www.imbum.com #[F1 Organizer Class]
127.0.0.1  www.imbum.net #[Look2Me]
127.0.0.1  mmviewer.com #[FavoriteMan.Erationalnews]
127.0.0.1  www.mmviewer.com #[Parasite.SvcMM]
127.0.0.1  www.originalicons.com #[FavoriteMan]
127.0.0.1  www.websearch24.com
127.0.0.1  dr.webservicehosts.com #[offeroptimizer.com]
127.0.0.1  gsim.webservicehosts.com
127.0.0.1  sn.webservicehosts.com
# [Avrada Inc][Web Dream Inc]
127.0.0.1  www.n69.com #[TPS108][Parasite.Transponder]
127.0.0.1  banshee.trafficstandard.com
127.0.0.1  ravertje.trafficstandard.com
127.0.0.1  www.trafficstandard.com
127.0.0.1  www.z69.com #[eta.us]
# *********************************
# Various Adult sites and Dialers *
# *********************************
# [Various Dialers]
127.0.0.1  2awm.com #[Axexx CHM]
127.0.0.1  www.2awm.com #[MHTMLRedir.Exploit]
127.0.0.1  www.68737075.com
127.0.0.1  www.accessoveloce.com
127.0.0.1  www.accerispartners.com #[worldxchange.com][Dialer.Paydial]
127.0.0.1  www.accesoplugin.com #[PremiumHTML Dialer]
127.0.0.1  www.aconti.net #[Dialer.Aconti]
127.0.0.1  www.adultoweb.com
127.0.0.1  www.bloiscom.net
127.0.0.1  nl.browserupdate.co.uk
127.0.0.1  www.browserupdate.co.uk #[Browserupdate Dialer]
127.0.0.1  www.czech-teens.com #[Panda Dialer.WE]
127.0.0.1  www.contenidospc.com #[Ruboskizo Dialer]
127.0.0.1  crosskirk.com #[Dialer.Crosskirk]
127.0.0.1  d.crackedearth.com #[Parasite.CrackedEarth]
127.0.0.1  www.crackedearth.com
127.0.0.1  csex.com
127.0.0.1  www.csex.com #[Coulomb Dialer]
127.0.0.1  www.cyberzine.com #[CamGirlsLive ToolBar]
127.0.0.1  dapsol.com #[TROJ_DLOADER.W][Win32.Lospad.A!downloader]
127.0.0.1  www.date.se #[SMS Dialer][Date Regon]
127.0.0.1  d.dialer2004.com #[TrojanDropper.Win32.Small.cw]
127.0.0.1  dialeraccess.com
127.0.0.1  dialerclub.com
127.0.0.1  www.dialerfactory.com
127.0.0.1  www.dialerplatform.com #[Trojan.Ibiza]
127.0.0.1  www.dialers2k.com
127.0.0.1  preview.dialer411.com
127.0.0.1  www.dialerzona.com #[cuadruple Class]
127.0.0.1  dialxs.nl #[DialXS][DialXSCtl Object]
127.0.0.1  www.dinerotica.com #[SCDataDialer Class]
127.0.0.1  www.eingang69.de
127.0.0.1  download.energyfactor.com
127.0.0.1  www.eops.de #[Parasite.XDiver]
127.0.0.1  www.e-sexcash.com
127.0.0.1  www.erostars.de #[Dialer.Erostars]
127.0.0.1  plugin.euro-infomedia.com #[EuroInfoMedia Dialer]
127.0.0.1  www.filmy.porno.pl #[Dialer.Connect]
127.0.0.1  www.gagne-un-max.com #[WWWInstall Class][Edipole Dialer]
127.0.0.1  www.globalphon.com #[VacPro.internazionale_ver4]
127.0.0.1  community.globaleaccess.com #[W32/Malware]
127.0.0.1  global-netcom.de #[Parasite.GlobalNetcom]
127.0.0.1  install.global-netcom.de #[IELoaderCtl Class]
127.0.0.1  software.global-netcom.de
127.0.0.1  www.global-netcom.de #[Dialer.Coder]
127.0.0.1  www.goindirect.com #[Dialer.Goin][Parasite.DialerActiveX]
127.0.0.1  www.goindirect.nu
127.0.0.1  secure.goodthinxx.com
127.0.0.1  www.gxplugin.com #[Adult Content Dialer][plug Class]
127.0.0.1  www.holistyc.com
127.0.0.1  www.hotactiondating.com #[HotActionDating]
127.0.0.1  www.humorcash.nl
127.0.0.1  www.ibs-clearing.ch #[IBS-Dialer]
127.0.0.1  www.ics900.com
127.0.0.1  www.infodialer3000.com #[IntPagomaster Class]
127.0.0.1  www.intercheck.co.uk
127.0.0.1  www.ip-tool.com
127.0.0.1  sessa.isprime.com #[Dialer Class]
127.0.0.1  access.juicyteenporn.com #[Dialer.Juicyteen][directplugin.com]
127.0.0.1  libereco.net #[Restricted Zone site]
127.0.0.1  www.libereco.net #[Parasite.OnlineDialer]
127.0.0.1  www.livecams.nl #[Dialer.LiveCams]
127.0.0.1  www.manga-erotico.com #[Rubuskizo Dialer]
127.0.0.1  acceso.masminutos.com #[Marcador][Matrix Class]
127.0.0.1  masterdialer.de #[Parasite.MasterDialer]
127.0.0.1  www.masterdialer.de
127.0.0.1  www.mildescargas.com #[SysWebTelecom Class][SponsorAdulto Dialer]
127.0.0.1  www.netcom.net.uk
127.0.0.1  www.netmails.com
127.0.0.1  netpond.com #[Dialer.Holistyc]
127.0.0.1  www.netpond.com
127.0.0.1  netvenda.com #[NVDialer]
127.0.0.1  content.netvenda.com
127.0.0.1  espana.netvenda.com #[WwwPlugin Class]
127.0.0.1  espana01.netvenda.com #[IntRuboskizo2 Class]
127.0.0.1  www.netvenda.com
127.0.0.1  www.parisvoyeur.com #[Dialer.Pornosex][Sesso]
127.0.0.1  www.plugins.com #[Restricted Zone site][bloke.com]
127.0.0.1  pluginaccess.com #[Restricted Zone site]
127.0.0.1  www.pluginaccess.com
127.0.0.1  www.powerdialler.com #[Dialer.AdultBrowser]
127.0.0.1  stream.pussyharem.com
127.0.0.1  www.pussyharem.com #[_Multimedia Player]
127.0.0.1  real-euros.com #[ePlugin Dialer]
127.0.0.1  go.securecasting.com #[DIAL_EXDIAL.A]
127.0.0.1  www.sexfiles.nu #[SMS Dialer][Date Regon]
127.0.0.1  www.sexop.tv #[SinCity Dialer]
127.0.0.1  sgrunt.biz #[Dialer.Yeaknet]
127.0.0.1  www.sgrunt.biz
127.0.0.1  01.sharedsource.org
127.0.0.1  03.sharedsource.org #[UDConnect Class]
127.0.0.1  05.sharedsource.org
127.0.0.1  09.sharedsource.org
127.0.0.1  17.sharedsource.org
127.0.0.1  18.sharedsource.org
127.0.0.1  19.sharedsource.org
127.0.0.1  20.sharedsource.org
127.0.0.1  22.sharedsource.org
127.0.0.1  www.sharedsource.org
127.0.0.1  www.sponsoradulto.com #[SysWebTelecomInt Class]
127.0.0.1  www.thepaymentcentre.com #[Holistyc Dialer]
127.0.0.1  stat.trafficadvance.net
127.0.0.1  download.tscash.com #[TSCPlugin Class][server down?]
127.0.0.1  webinstall.tscash.com #[Troj/Tinytest-A][WebPlugin Class]
127.0.0.1  www.worldxchange.com #[Dialer.Paydial]
127.0.0.1  4netmedia.com #[Parasite.OnlineDialer]
127.0.0.1  www.4netmedia.com #[IE-SpyAd]
127.0.0.1  24start.com #[Dialer.SwitchDialer]
127.0.0.1  www.24start.com #[Dialer.Lohan]
127.0.0.1  www.wswtelecoms.com #[Dialer.Webview]
127.0.0.1  x0.nl #[dialXS]
127.0.0.1  xxxtrayicon.com #[Svezia Dialer]
127.0.0.1  yeak.net #[Dialer.Yeaknet]
127.0.0.1  www.yeak.net
# [Coulomb Ltd][Parasite.Comload]
127.0.0.1  www.coulomb.co.uk #[Dialer.Flatfive\Girlshost\Pornpaq]
127.0.0.1  cmi.ibill.com
127.0.0.1  secure.ibill.com
# [HALDEX LTD][Dialer.Haldex][Parasite.OnlineDialer]
127.0.0.1  dl.dialerssolution.com #[Adware.Cax][CAX Object]
127.0.0.1  online-dialer.com
127.0.0.1  connect.online-dialer.com #[Moniker32 Class]
127.0.0.1  download.online-dialer.com
127.0.0.1  start.online-dialer.com #[Downloader.Istbar.V]
# [Crontel Ltd][Dialers]
127.0.0.1  accessplugin.com #[DialerCon Class]
127.0.0.1  www.accessplugin.com
127.0.0.1  connect.andlotsmore.com
127.0.0.1  www.crontel.com
127.0.0.1  diallerplugin.com
127.0.0.1  www.diallerplugin.com
127.0.0.1  ebony.andlotsmore.com
127.0.0.1  ebonyplugin.com
127.0.0.1  www.ebonyplugin.com
127.0.0.1  entryplugin.com
127.0.0.1  www.entryplugin.com
127.0.0.1  access.gamesplayground.com #[NGD Systems Dialer]
127.0.0.1  gaming.gamesplayground.com
127.0.0.1  games.andlotsmore.com #[NGD Systems Dialer]
127.0.0.1  gayplugin.com
127.0.0.1  www.gayplugin.com
127.0.0.1  great.andlotsmore.com
127.0.0.1  www.greatplugin.com
127.0.0.1  logoplugin.com
127.0.0.1  www.logoplugin.com
127.0.0.1  membersplugin.com
127.0.0.1  www.membersplugin.com
127.0.0.1  quickplugin.com
127.0.0.1  www.quickplugin.com
127.0.0.1  sexyplugin.com
127.0.0.1  www.sexyplugin.com
127.0.0.1  www.thebestplugin.com
127.0.0.1  webcam.andlotsmore.com
127.0.0.1  www.andlotsmore.com
# [ELECTRONIC GROUP INTERACTIVE][Parasite.IEAccess]
127.0.0.1  www.02kmky1xgzbmsdfx.com #[IE-SpyAd]
127.0.0.1  akamai.downloadv3.com #[EGP2ECOM Class][InstantAccess]
127.0.0.1  fr4-scripts.downloadv3.com
127.0.0.1  scripts.downloadv3.com
127.0.0.1  update.downloadv3.com
127.0.0.1  usa-scripts.downloadv3.com
127.0.0.1  mirrors.egwn.net
127.0.0.1  server02.us2.egwn.net
127.0.0.1  www.e-group.org
127.0.0.1  www.electronic-group.com #[Win32.Wintrim.U]
127.0.0.1  legal.electronic-group.com
127.0.0.1  redirect01.fr4.egwn.net
127.0.0.1  ispdialer.com #[Parasite.ACXInstall]
127.0.0.1  www.ispdialer.com
127.0.0.1  access.rapid-pass.net #[network.nocreditcard.com]
127.0.0.1  media.rapid-pass.net
127.0.0.1  www.rapid-pass.net #[Dialer.InstantAccess]
127.0.0.1  sa.secure-firewall.com #[Trojan.Simcss][Parasite.MagicControl]
# [PHILLIPS BRENT]
127.0.0.1  ams-download.nocreditcard.com
127.0.0.1  ams-download.nocreditcardgay.com
127.0.0.1  banners.nocreditcardgay.com
127.0.0.1  instant-access.nocreditcardgay.com
127.0.0.1  download.nocreditcardgay.com
127.0.0.1  network.nocreditcardgay.com
127.0.0.1  usa-download.nocreditcardgay.com #[IEDial Class]
127.0.0.1  usa-network.nocreditcardgay.com
127.0.0.1  www.nocreditcardgay.com
127.0.0.1  banners.nocreditcard.com
127.0.0.1  download.nocreditcard.com #[TROJ_MAGICON.A]
127.0.0.1  fr4-network.nocreditcard.com
127.0.0.1  nocreditcard.com #[TROJ_ISBAR.A]
127.0.0.1  instant-access.nocreditcard.com #[Parasite.MagicControl]
127.0.0.1  usa-network.nocreditcard.com
127.0.0.1  webmaster.nocreditcard.com
127.0.0.1  nocreditcard.net #[ACXInstall]
127.0.0.1  fr4-download.nocreditcard.net
127.0.0.1  instant-access.nocreditcard.net
127.0.0.1  network.nocreditcard.net
127.0.0.1  usa-download.nocreditcard.net #[HTMLAccess Class]
127.0.0.1  www.nocreditcard.net
127.0.0.1  www.one2one.com #[One2One Viewer]
127.0.0.1  instant-access.sex-explorer.com
127.0.0.1  live.sex-explorer.com
127.0.0.1  lives.sex-explorer.com
127.0.0.1  network.strip-player.com
127.0.0.1  usa-download.strip-player.com #[EGStripDownload Class]
127.0.0.1  fr4-download.strip-player.com
127.0.0.1  fr4-download.stripplayer.com
127.0.0.1  stripplayer.com #[Parasite.StripPlayer]
127.0.0.1  download.stripplayer.com
127.0.0.1  usa-download.stripplayer.com
127.0.0.1  network.stripplayer.com
127.0.0.1  webmaster.stripplayer.com
127.0.0.1  www.strip-player.com
# [Madison Administration]
127.0.0.1  7adpower.com
127.0.0.1  www.7adpower.com #[Svezia.Dialer][VacPro.UserControl1]
127.0.0.1  ocx2.advnt01.com #[VacPro.internazionale_ver3]
127.0.0.1  www.advnt01.com #[VacPro.canada_ver3]
# [Mainpean GmbH][Adware.Mainpean]
127.0.0.1  faq.mainpean.de
127.0.0.1  voicecall.mainpean.de
127.0.0.1  www.mainpean.de #[Dailer.Megateens]
127.0.0.1  stardialer.de #[DIAL_PORNDIAL.CA]
127.0.0.1  help.stardialer.de #[Parasite.StarDialer]
127.0.0.1  install.stardialer.de #[Installations Assistent]
127.0.0.1  www.stardialer.de #[Dialer.Stardial]
# [New Harmony Enterprises][Dialer.MovieFile]
127.0.0.1  mediacharger.com
127.0.0.1  devfast.mediacharger.com
127.0.0.1  download.mediacharger.com
127.0.0.1  fast.mediacharger.com #[MediaCharger\MoviePlace]
127.0.0.1  www.pml.mediacharger.com
127.0.0.1  www.movienetworks.com
127.0.0.1  popcorn.net
127.0.0.1  join.popcorn.net
127.0.0.1  mp3.popcorn.net
127.0.0.1  www.real-tens.com
127.0.0.1  members.swimsuitnetwork.com
127.0.0.1  www.swimsuitnetwork.com #[SwimSuitNetwork Direct]
# [WSW Enterprises]
127.0.0.1  dialeradmin.com #[TROJ_PORNDIAL.BP][Dialer.WSV]
127.0.0.1  www.dialeradmin.com #[Exploit.HotOffers]
127.0.0.1  directplugin.com #[W32/Downloader]
127.0.0.1  go-in-now.com
127.0.0.1  goinnow.com
127.0.0.1  www.goinnow.com
127.0.0.1  movie-browser.com
127.0.0.1  www.movie-browser.com
127.0.0.1  statsbank.com
127.0.0.1  tibsystems.com #[Parasite.SmartBrowser]
127.0.0.1  download.tibsystems.com #[Dial/WSV-A]
127.0.0.1  images.tibsystems.com
127.0.0.1  stats.tibsystems.com
127.0.0.1  sg1.tibsystems.com
127.0.0.1  us-sg1.tibsystems.com
127.0.0.1  www.tibsystems.com
127.0.0.1  ultimateplugin.com #[TIBSLoader Class]
# [Various Adult Sites]
127.0.0.1  80pictures.com #[Runet.A][CHM exploit]
127.0.0.1  counter.adultcheck.com
127.0.0.1  adultfreeware.net #[Parasite.AdultBox]
127.0.0.1  www.adultfreeware.net #[TrojanDownloader.Win32.VB.fi]
127.0.0.1  adserver.adultfriendfinder.com
127.0.0.1  banners.adultfriendfinder.com
127.0.0.1  guest.adultfriendfinder.com
127.0.0.1  banners.asiafriendfinder.com
127.0.0.1  www.adultbrowser.com
127.0.0.1  adultlinksco.com
127.0.0.1  www.adultlinksco.com
127.0.0.1  www.adultpassfinder.com #[SexDownloader]
127.0.0.1  dn.adzerver.com
127.0.0.1  temp.adzerver.com
127.0.0.1  ctc.amateurpages.com
127.0.0.1  angelsfucked.com #[TROJ_SMALL.SB]
127.0.0.1  www.angelsfucked.com
127.0.0.1  ads.asexstories.com
127.0.0.1  clicks.asianamateurpages.com
127.0.0.1  images.atweb.com
127.0.0.1  www.1adexchange.com #[IE-SpyAd
127.0.0.1  www.count24.de #[Restricted Zone site]
127.0.0.1  www.callingpay.de #[Restricted Zone site]
# B
127.0.0.1  spystream.babenet.com
127.0.0.1  streamp.babenet.com
127.0.0.1  stream1000.babenet.com #[Panda Spyware/Redhotnetworks]
127.0.0.1  banners.babylon-x.com
127.0.0.1  beech-info2.com #[ByteVerify.exploit]
127.0.0.1  blacksnake.com
127.0.0.1  www.blacksnake.com #[IRC.Trojan.Fgt]
# C
127.0.0.1  cashcount.com
127.0.0.1  www.cashcount.com
127.0.0.1  stats.cashring.com
127.0.0.1  cashtour.com
127.0.0.1  www.cashtour.com
127.0.0.1  refer.ccbill.com
127.0.0.1  apps.clickcash.com
127.0.0.1  www.clickcash.com
127.0.0.1  counter4all.dk
127.0.0.1  crackspider.net #[Trojan.Favadd]
127.0.0.1  www.crackspider.net
127.0.0.1  crazyfinder.com
127.0.0.1  www.crazyfinder.com
